material_id,formula_pretty,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,density,volume,nsites,theoretical,deprecated,elements,num_elements,crystal_system,spacegroup_number,spacegroup_symbol,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-691106,MnSnO3,-7.664667747999999,-2.061573715586206,0.022319597000001003,0.22940000000000002,5.982512338715366,123.04270445239978,10,True,False,"Mn,O,Sn",3,Trigonal,161,R3c,5.4577392312597715,5.715701212493355,5.459042912825105,89.99914042220081,59.99152319981574,61.49001908586662
mp-13554,SnHgO3,-5.286142636,-1.453517254500001,0.064994941499996,0.0,9.218080204353802,132.32972520759614,10,False,False,"Hg,O,Sn",3,Trigonal,167,R-3c,5.767216749078362,5.767216749078362,5.76721663839499,58.9309244107565,58.9309244107565,58.930921582987544
mp-1248301,AlSnO3,-6.761913550666667,-2.242107410666667,0.429956209458335,0.0,5.423249508586171,355.83394483580383,30,True,False,"Al,O,Sn",3,Hexagonal,185,P6_3cm,5.768707415420286,5.768707415420286,12.34695,90.0,90.0,119.99999329564139
mp-1376465,YSnO3,-7.867746203,-2.795236929,0.178568194343751,0.0,5.6606600237867895,449.90207595569206,30,True,False,"O,Sn,Y",3,Hexagonal,185,P6_3cm,6.427105940404125,6.427105940404125,12.576402999999999,90.0,90.0,119.99999938653083
mp-1406914,AlSnO3,-6.533496764000001,-2.013690624,0.658372996125002,0.0,5.056249704746504,127.22052767406466,10,True,False,"Al,O,Sn",3,Hexagonal,194,P6_3/mmc,3.43220772367539,3.43220772367539,12.470372,90.0,90.0,119.99999467354813
mp-1394022,YSnO3,-7.855947505,-2.783438231,0.19036689234375,0.0,5.598454404220124,151.63367792256705,10,True,False,"O,Sn,Y",3,Hexagonal,194,P6_3/mmc,3.7105665036640967,3.7105665036640967,12.716999,90.0,90.0,120.0000089803397
mp-1178212,FeSnO3,-7.323507478000002,-1.858812262000002,0.0,0.8620000000000001,6.264690592443936,235.9626720863631,20,True,False,"Fe,O,Sn",3,Triclinic,2,P-1,5.337292043149578,9.084800172712876,5.472166757314117,74.37808331152036,68.38294472224653,90.25759004958807
mp-1181816,MnSnO3,-7.5328974330000005,-1.9298034005862061,0.15408991200000102,0.1836,4.142730086539196,177.68584537215784,10,True,False,"Mn,O,Sn",3,Triclinic,2,P-1,13.386379840762551,7.02136408734008,6.0701601061986,132.18631609404216,148.9760028033438,37.20302107273252
mp-1182670,CaSnO3,-5.779489395000001,-1.607678445,1.086876601500007,0.7363000000000001,3.963406029131419,173.27347287152,10,True,False,"Ca,O,Sn",3,Triclinic,2,P-1,13.06997290769958,9.534047112700723,6.457878441324287,138.00151884695774,160.93887277786615,42.29965162764313
mp-1016820,MgSnO3,-5.9632531239999995,-1.866468146999999,0.6298747759999971,1.308399999999999,4.863389810713269,65.21888912494153,5,True,False,"Mg,O,Sn",3,Cubic,221,Pm-3m,4.025234,4.025234,4.025234,90.0,90.0,90.0
mp-1016837,SnHgO3,-5.012297874,-1.179672492500001,0.33883970349999704,0.0,8.970404073787693,67.99169860966235,5,True,False,"Hg,O,Sn",3,Cubic,221,Pm-3m,4.081489,4.081489,4.081489,90.0,90.0,90.0
mp-1016902,ZnSnO3,-5.29058385,-1.267944153999999,0.712904693999999,0.0,5.893869473325446,65.39671100186958,5,True,False,"O,Sn,Zn",3,Cubic,221,Pm-3m,4.028889,4.028889,4.028889,90.0,90.0,90.0
mp-1016881,CdSnO3,-5.454133626,-1.4914406139999992,0.346307218000002,0.0,6.938980318308384,66.7948768517519,5,True,False,"Cd,O,Sn",3,Cubic,221,Pm-3m,4.057399,4.057399,4.057399,90.0,90.0,90.0
